title,name,star,date,comment
安かった,朧46,5.0,2022年5月10日,定期的に安くなってるようなのでそのタイミングで購入してます。美味しくて飲みやすい。常温で保存でき、容器が捨てやすいのもよいです。
美味しい野菜ジュース,Amazon花子ちゃん,5.0,2022年4月16日,これ一本で野菜ジュースを飲んだなー!と感じます。美味しいです。一日一本のペースが丁度よいくらいです。
野菜嫌いにとてもいい,リキボン,5.0,2022年5月7日,娘に差し入れよ用に購入。飲みやすく続けられそうとのこと、定期便に次回からします。
美味い,HIDE,4.0,2022年2月1日,野菜を普段食べないので試してみましたが飲み易くて美味しいです
安くてまとめ買い！,Amazon カスタマー,5.0,2022年4月28日,いつも家族で飲んでいる野菜ジュースです！ケガをしてしまい、まとめ買いするのが困難になりネットで購入しましたが、単価が安くて1カ月分を届けてくれるので、大満足です。次回から定期便にしようか検討しています。
1日分の野菜がとれ、健康的!,あっちゃん,5.0,2022年5月1日,健康のために毎日飲みたいです。特に野菜不足がちな人には、いいですね。
定期購入,たなみ,5.0,2022年5月1日,食生活の乱れを感じるとき朝一本飲んでます。飲みやすく美味しいので毎朝でも飲めます。
便利,清水　博,4.0,2022年1月17日,簡単に野菜の栄養が取れるので便利に頂いています！
子供も大人も飲みやすい,Kaz,5.0,2022年4月25日,カゴメの野菜ジュースのようにトマト味が強く無く、野菜の青臭さも無くて本当に飲みやすいです。野菜嫌いの子供の栄養を補うために飲ませてますが、美味しいと言って飽きることなくもう数年飲み続けてます。そのせいと言うわけでは無いと思いますが、小学校あがってから病気で休んだことありません。
薬だと思って、,h.k.n.f,4.0,2021年12月14日,味は野菜。薬だと思って飲んでます。野菜大嫌いなんで。
栄養の考え方が好き,とんくん,4.0,2021年12月5日,野菜ジュースの評価は人によって差があります。煮込んで粉末したら栄養なんてなくなるでしょって方たちですね。私もそう思います。こちらはそれを踏まえて栄養を添加していると聞いたので潔くて好きです。実際、ジュース飲むよりは断然良いと思います。
スーパーより安く常に飲める！,Amazon カスタマー,5.0,2022年4月19日,重いので定期便で来てくれるとビタミンをとらなければと思ったとににとれます。野菜嫌いな人も飲んでると飲めるようになります。最初は美味しくないかもしれないけど、砂糖食塩不使用だからと飲んでるうちにこれが一番になりました。
トマトジュースでは？,KAZU,2.0,2022年8月15日,トマトジュースが好きではないと、とても飲めません。購入前に試飲されることをお勧めします。
口あたりも良くとても飲みやすい。,Amazon カスタマー,5.0,2022年4月22日,値段も手ごろな価格で誰にでもすすめたいっぴんです。
野菜不足,あー,4.0,2021年12月29日,補うために購入しました。
飲みやすい,Amazon Customer,4.0,2021年12月30日,飲みやすくてお気に入りです！
安定の1日分の野菜,TARE,4.0,2021年11月23日,この商品の味は誰もが知っているとは思いますが、最近飲みやすい野菜ジュースが多いのに対して、砂糖や塩が不使用で体に良いタイプの野菜ジュースです。普段コンビニとかで買っていたのですが、よくタイムセールで安くなっているので、そのタイミングでまとめ買いすれば安いと思い買いました。家にあると意外と飲むので、普段より飲む回数も増えておそらく健康に一歩近づいたはず。
初めは美味しくないと思うかも？しかし慣れると安心の味,0717,4.0,2021年12月5日,身体にいいと本当に思える味加糖なし、自然の味と染み染みと思えます。私は腸に効いていると感じました、、
生野菜が食べられない方でも大丈夫かも？,C.Tsu,5.0,2022年4月8日,好き嫌いが分かれる生野菜ですが、生で食べられない方が飲めています。（特に生トマトは食べられないけど、この野菜ジュースなら飲めると言っております。）ただ、積極的にと言うわけではありませんが出されれば残さず飲んでおり、一度、生野菜が苦手という方はチャレンジしてみてください。その価値は十分にあると思います。
飲みやすさ,プータロウ,4.0,2021年12月11日,味、飲みやすさはとても良いです。毎日飲んでいるのでまとめて買ってみました。
美味しくて手軽にのめる。安価である。,北村洋,4.0,2021年12月9日,スーパーに行かず1月分が送られきてとても便利でした。
必要な野菜の栄養素が手軽に美味しく得られる事です,eichan atom,5.0,2022年4月14日,飲むだけでなく料理（パスタやカレー等）に使用しています
定番,noppe,5.0,2022年4月14日,味もよくとても飲みやすいし胸やけもしない。
おいしいけれど…,No.18,4.0,2021年11月14日,野菜不足なので、少しでも補えるならと思い購入。一週間程度毎日飲んだ所、口内炎ができました。もしビタミン不足が原因だとしたら、本商品の栄養ははたして効果があるのか微妙な所です。やはり実際に野菜を食べないとダメですね。味はおいしいのでずっと飲み続けたいですが…
毎日飲んでます, ナスビ,4.0,2021年12月6日,毎日飲んでいるのでいちいち買いに行かなくても大丈夫。便利。
とても飲みやすく助かってます,西,5.0,2022年3月12日,最近野菜不足を感じてた私（ ;  ; ）飲みやすく大助かり　このまま続けたいです
